,_id,CATEGORY,DASH_CATEGORY
1031,5f2bca2fba0be61b0c1cebad,NULL,M1
1053,5f2bca30ba0be61b0c1cecc1,NULL,M1
1054,5f2bca30ba0be61b0c1cecc6,NULL,M1
1061,5f2bca30ba0be61b0c1cece6,NULL,M1
1063,5f2bca30ba0be61b0c1cecf0,NULL,M1
1067,5f2bca30ba0be61b0c1ced00,NULL,M1
1068,5f2bca30ba0be61b0c1ced02,NULL,M1
1084,5f2bca30ba0be61b0c1ced57,NULL,M1
1085,5f2bca30ba0be61b0c1ced5d,NULL,M1
1088,5f2bca30ba0be61b0c1ced6f,NULL,M1
1093,5f2bca30ba0be61b0c1ced88,NULL,M1
1098,5f2bca30ba0be61b0c1ceda4,NULL,M1
1109,5f2bca30ba0be61b0c1cedd1,NULL,M1
1110,5f2bca30ba0be61b0c1cedd4,NULL,M1
1127,5f2bca30ba0be61b0c1cee70,NULL,M1
1129,5f2bca30ba0be61b0c1cee77,NULL,M1
1136,5f2bca30ba0be61b0c1cee98,NULL,M1
1151,5f2bca30ba0be61b0c1ceed1,NULL,M1
1163,5f2bca30ba0be61b0c1cef04,NULL,M1
1164,5f2bca30ba0be61b0c1cef0a,NULL,M1
1179,5f2bca30ba0be61b0c1cef4f,NULL,M1
1230,5f2bca31ba0be61b0c1cf12c,NULL,M1
1231,5f2bca31ba0be61b0c1cf135,NULL,M1
1257,5f2bca31ba0be61b0c1cf1f1,NULL,M1
1285,5f2bca31ba0be61b0c1cf331,NULL,M1
1288,5f2bca31ba0be61b0c1cf358,NULL,M1
1291,5f2bca31ba0be61b0c1cf361,NULL,M1
1365,5f2bca32ba0be61b0c1cf586,NULL,M1
1374,5f2bca32ba0be61b0c1cf5a4,NULL,M1
1380,5f2bca32ba0be61b0c1cf5ba,NULL,M1
1398,5f2bca32ba0be61b0c1cf63a,NULL,M1
1408,5f2bca32ba0be61b0c1cf652,NULL,M1
1424,5f2bca32ba0be61b0c1cf720,NULL,M1
1425,5f2bca32ba0be61b0c1cf721,NULL,M1
1430,5f2bca32ba0be61b0c1cf74a,NULL,M1
1433,5f2bca32ba0be61b0c1cf755,NULL,M1
1436,5f2bca33ba0be61b0c1cf76b,NULL,M1
1461,5f2bca33ba0be61b0c1cf7ee,NULL,M1
1470,5f2bca33ba0be61b0c1cf832,NULL,M1
1489,5f2bca33ba0be61b0c1cf8ac,NULL,M1
1491,5f2bca33ba0be61b0c1cf8c7,NULL,M1
1498,5f2bca33ba0be61b0c1cf8dc,NULL,M1
1501,5f2bca33ba0be61b0c1cf8e2,NULL,M1
1532,5f2bca33ba0be61b0c1cf974,NULL,M1
1536,5f2bca33ba0be61b0c1cf99e,NULL,M1
1537,5f2bca33ba0be61b0c1cf9a1,NULL,M1
1538,5f2bca33ba0be61b0c1cf9a7,NULL,M1
1540,5f2bca33ba0be61b0c1cf9b1,NULL,M1
1543,5f2bca33ba0be61b0c1cf9f7,NULL,M1
1568,5f2bca33ba0be61b0c1cfa99,NULL,M1
1578,5f2bca33ba0be61b0c1cfad3,NULL,M1
1590,5f2bca33ba0be61b0c1cfb0e,NULL,M1
1615,5f2bca34ba0be61b0c1cfbda,NULL,M1
1638,5f2bca34ba0be61b0c1cfce5,NULL,M1
1644,5f2bca35ba0be61b0c1cfe68,NULL,M1
1646,5f2bca36ba0be61b0c1cff81,NULL,M1
